fraud,customer_education,incident_type_breakin,num_injuries,vehicle_claim,driver_relationship_self,driver_relationship_na,authorities_contacted_none,policy_state_nv,auto_year,num_vehicles_involved,policy_annual_premium,customer_gender_male,policy_deductable,policy_liability,driver_relationship_other,collision_type_rear,incident_type_theft,incident_month,num_insurers_past_5_years,police_report_available,authorities_contacted_police,incident_severity,num_claims_past_year,collision_type_na,num_witnesses,collision_type_side,months_as_customer,customer_gender_female,policy_state_az,incident_day,policy_state_id,policy_state_or,injury_claim,customer_age,collision_type_front,authorities_contacted_fire,incident_type_collision,driver_relationship_child,incident_dow,authorities_contacted_ambulance,policy_state_ca,total_claim_amount,policy_state_wa,incident_hour,driver_relationship_spouse
0,3,1,0,15500.0,0,1,0,0,2017,1,3000,1,750,0,0,0,0,12,2,0,1,0,0,1,0,0,46,0,1,18,0,0,0.0,21,0,0,0,0,2,0,0,15500.0,0,3,0
0,4,0,1,10500.0,1,0,0,0,2014,2,2800,1,750,0,0,0,0,2,1,1,1,1,0,0,1,0,220,0,0,14,0,0,15000.0,47,1,0,1,0,3,0,1,25500.0,0,1,0
0,1,0,3,17500.0,1,0,0,0,2015,2,3000,1,750,0,0,0,0,3,1,0,1,1,0,0,0,0,88,0,0,26,0,0,30000.0,55,1,0,1,0,1,0,1,47500.0,0,10,0
0,1,0,0,17000.0,0,1,0,0,2014,1,3000,0,750,1,0,0,1,9,1,0,1,1,0,1,0,0,84,1,0,2,0,0,0.0,39,0,0,0,0,0,0,1,17000.0,0,7,0
0,3,0,1,20500.0,0,1,0,0,2017,1,3000,1,750,2,0,0,1,6,3,0,1,1,0,1,0,0,30,0,0,9,0,0,12500.0,38,0,0,0,0,6,0,1,33000.0,0,17,0
0,3,0,1,17500.0,1,0,0,0,2019,2,2950,1,750,0,0,0,0,12,1,0,1,1,0,0,0,1,138,0,0,13,0,0,15000.0,56,0,0,1,0,4,0,1,32500.0,0,10,0
0,3,0,0,11500.0,1,0,1,0,2019,1,2800,0,750,1,0,0,0,9,4,0,0,0,0,0,0,0,20,1,0,9,0,0,0.0,46,1,0,1,0,0,0,1,11500.0,0,4,0
0,1,0,4,26000.0,0,0,0,0,2013,4,2650,1,750,3,0,0,0,3,4,1,1,2,0,0,1,1,9,0,0,27,0,0,13500.0,24,0,0,1,0,2,0,1,39500.0,0,7,1
0,3,0,0,26500.0,1,0,0,0,2012,3,2300,1,750,0,0,0,0,8,1,1,1,2,0,0,3,1,198,0,0,21,0,0,0.0,75,0,0,1,0,2,0,1,26500.0,0,19,0
1,3,0,0,4500.0,1,0,0,0,2019,3,3000,1,750,2,0,0,0,3,3,1,1,0,0,0,0,0,33,0,0,17,0,0,0.0,52,1,0,1,0,6,0,1,4500.0,0,13,0
0,1,0,0,7500.0,1,0,1,1,2015,2,3000,1,750,1,0,0,0,3,2,0,0,0,0,0,3,0,9,0,0,9,0,0,0.0,29,1,0,1,0,5,0,0,7500.0,0,9,0
0,2,0,1,38000.0,1,0,0,1,2018,2,2700,0,750,3,0,0,0,11,1,1,1,2,0,0,2,1,53,1,0,15,0,0,52000.0,40,0,0,1,0,4,0,0,90000.0,0,3,0
0,4,0,1,29000.0,1,0,0,0,2015,2,2650,0,750,2,0,0,0,1,1,0,0,2,0,0,0,0,110,1,0,29,0,0,30000.0,49,1,1,1,0,1,0,1,59000.0,0,11,0
0,3,0,3,34000.0,0,0,0,1,2016,3,3000,0,750,1,0,0,0,4,1,1,1,2,0,0,3,1,65,1,0,30,0,0,7500.0,24,0,0,1,0,1,0,0,41500.0,0,8,1
0,3,0,0,27500.0,0,0,0,0,2012,3,3000,1,750,1,0,0,0,12,1,1,1,2,0,0,1,0,263,0,0,3,0,0,0.0,70,1,0,1,0,1,0,1,27500.0,0,10,1
0,4,0,0,5000.0,1,0,1,0,2014,2,3000,1,750,2,0,0,0,3,4,0,0,0,0,0,1,0,9,0,0,16,0,1,0.0,40,1,0,1,0,5,0,0,5000.0,0,13,0
0,3,0,0,15500.0,1,0,1,0,2019,2,3000,1,750,0,0,1,0,3,1,0,0,0,1,0,0,0,77,0,1,10,0,0,0.0,44,0,0,1,0,6,0,0,15500.0,0,5,0
0,3,0,0,18000.0,1,0,0,0,2017,2,3000,1,750,3,0,0,0,9,1,1,1,0,1,0,2,0,65,0,0,22,1,0,0.0,23,1,0,1,0,6,0,0,18000.0,0,17,0
0,3,0,4,38500.0,1,0,0,0,2019,3,3000,1,750,0,0,0,0,12,1,1,1,2,0,0,1,0,154,0,0,24,0,0,12000.0,48,1,0,1,0,1,0,1,50500.0,0,15,0
0,3,0,0,19500.0,1,0,0,0,2018,2,3000,1,750,1,0,1,0,8,2,0,1,1,0,0,0,0,26,0,0,18,0,0,0.0,25,0,0,1,0,6,0,0,19500.0,1,17,0
0,3,0,0,5000.0,1,0,1,0,2016,2,2750,0,750,2,0,0,0,1,1,0,0,0,0,0,0,1,159,1,0,9,0,1,0.0,55,0,0,1,0,2,0,0,5000.0,0,18,0
0,1,0,3,15500.0,1,0,0,0,2015,3,3000,0,750,1,0,1,0,12,1,1,1,1,0,0,3,0,4,1,0,26,0,0,16000.0,19,0,0,1,0,3,0,1,31500.0,0,18,0
0,3,1,0,6500.0,0,1,0,0,2016,1,3000,1,750,3,0,0,0,2,1,0,1,0,0,1,1,0,29,0,0,12,0,0,0.0,40,0,0,0,0,1,0,1,6500.0,0,15,0
0,3,0,0,3000.0,1,0,1,0,2008,2,3000,1,750,0,0,0,0,7,1,0,0,0,0,0,1,0,154,0,0,11,0,0,0.0,53,1,0,1,0,3,0,1,3000.0,0,16,0
0,2,0,2,26000.0,1,0,0,0,2015,2,2950,1,750,0,0,1,0,2,1,1,1,2,0,0,0,0,82,0,0,10,0,0,30000.0,68,0,0,1,0,6,0,1,56000.0,0,10,0
0,3,0,1,11500.0,1,0,0,0,2013,2,2500,1,750,0,0,0,0,1,1,0,1,1,0,0,0,0,176,0,0,29,0,0,15000.0,61,1,0,1,0,1,0,1,26500.0,0,18,0
0,2,0,0,12000.0,1,0,0,0,2015,2,2450,1,750,2,0,0,0,5,1,0,1,1,0,0,0,1,323,0,0,14,0,0,0.0,64,0,0,1,0,1,0,0,12000.0,1,11,0
0,1,0,3,27500.0,1,0,0,0,2014,3,3000,1,750,1,0,0,0,1,1,1,1,2,0,0,2,1,61,0,0,2,0,1,9500.0,42,0,0,1,0,2,0,0,37000.0,0,12,0
0,3,0,0,19000.0,1,0,0,0,2014,2,3000,1,750,3,0,1,0,5,1,1,1,1,0,0,0,0,89,0,0,8,1,0,0.0,40,0,0,1,0,2,0,0,19000.0,0,12,0
0,1,1,0,14000.0,0,1,0,0,2019,1,2500,1,750,1,0,0,0,3,1,0,1,0,0,1,0,0,132,0,0,11,0,0,0.0,75,0,0,0,0,0,0,0,14000.0,1,9,0
0,4,0,2,17500.0,1,0,0,0,2019,2,3000,0,750,2,0,0,0,11,1,1,1,1,0,0,0,0,49,1,0,14,0,1,19000.0,26,1,0,1,0,3,0,0,36500.0,0,17,0
0,3,0,0,27500.0,1,0,0,0,2015,3,2850,0,750,1,0,0,0,3,1,1,1,2,0,0,2,1,137,1,1,28,0,0,0.0,35,0,0,1,0,3,0,0,27500.0,0,5,0
0,3,0,0,18500.0,1,0,0,0,2019,2,3000,0,750,1,0,0,0,3,1,0,1,1,1,0,1,0,113,1,0,7,0,0,0.0,66,1,0,1,0,3,0,1,18500.0,0,7,0
0,4,1,0,10000.0,0,1,0,0,2015,1,3000,0,750,0,0,0,0,4,1,0,1,0,0,1,0,0,51,1,0,19,0,0,0.0,39,0,0,0,0,4,0,1,10000.0,0,7,0
0,4,0,0,13000.0,1,0,1,0,2014,2,3000,1,750,0,0,0,0,3,1,0,0,0,0,0,2,0,82,0,1,21,0,0,0.0,32,1,0,1,0,3,0,0,13000.0,0,9,0
0,1,1,0,18000.0,0,1,0,0,2019,1,3000,1,750,1,0,0,0,8,2,0,1,0,0,1,0,0,28,0,0,31,0,0,0.0,50,0,0,0,0,5,0,0,18000.0,1,14,0
0,2,0,1,11000.0,1,0,0,0,2014,2,3000,1,750,3,0,1,0,2,3,0,1,1,0,0,1,0,27,0,0,20,0,0,10000.0,27,0,0,1,0,2,0,1,21000.0,0,10,0
0,1,0,0,19500.0,0,1,0,0,2011,1,3000,1,750,1,0,0,1,7,1,0,1,1,0,1,0,0,43,0,0,27,0,0,0.0,30,0,0,0,0,5,0,1,19500.0,0,6,0
0,4,0,0,15500.0,1,0,0,0,2019,3,2700,1,750,2,0,0,0,4,1,1,1,1,0,0,1,1,139,0,0,7,0,0,0.0,32,0,0,1,0,6,0,1,15500.0,0,20,0
0,3,0,0,16000.0,1,0,1,0,2017,1,3000,1,750,2,0,1,0,3,1,0,0,0,0,0,0,0,99,0,0,19,0,0,0.0,37,0,0,1,0,1,0,0,16000.0,1,10,0
0,0,1,0,14500.0,0,1,0,0,2019,1,3000,0,750,0,0,0,0,3,2,0,1,0,0,1,0,0,24,1,0,29,0,0,0.0,25,0,0,0,0,4,0,1,14500.0,0,22,0
0,3,0,0,18500.0,1,0,1,0,2018,2,3000,0,750,0,0,0,0,7,1,0,0,0,0,0,0,0,60,1,1,23,0,0,0.0,53,1,0,1,0,1,0,0,18500.0,0,14,0
0,3,0,1,8500.0,0,0,0,0,2014,2,2600,1,750,0,0,0,0,3,2,0,1,1,0,0,0,0,49,0,0,1,0,0,11000.0,25,1,0,1,0,4,0,1,19500.0,0,10,1
0,3,0,0,15000.0,1,0,0,0,2018,3,2500,1,800,1,0,1,0,3,2,1,1,0,0,0,3,0,6,0,0,24,0,0,0.0,62,0,0,1,0,6,0,1,15000.0,0,22,0
0,4,0,0,8500.0,1,0,1,0,2013,2,2550,1,750,3,0,0,0,12,1,0,0,0,0,0,1,0,310,0,0,17,0,0,0.0,45,1,0,1,0,1,0,0,8500.0,1,12,0
0,0,1,0,6500.0,0,1,0,0,2018,1,3000,0,750,3,0,0,0,8,1,0,1,0,0,1,0,0,51,1,0,15,0,1,0.0,36,0,0,0,0,3,0,0,6500.0,0,16,0
0,1,0,1,21000.0,1,0,0,0,2012,3,2800,0,750,0,0,0,0,3,1,1,1,2,0,0,2,0,64,1,1,25,0,0,12500.0,52,1,0,1,0,0,0,0,33500.0,0,20,0
0,1,0,0,38000.0,0,0,0,0,2019,2,3000,1,750,2,0,0,0,9,4,0,0,2,0,0,0,0,20,0,0,11,0,0,0.0,23,1,1,1,1,2,0,1,38000.0,0,17,0
0,3,0,1,21000.0,1,0,0,0,2016,1,3000,1,750,2,0,0,0,8,3,0,0,1,0,0,0,0,22,0,0,7,0,0,29500.0,20,1,0,1,0,2,1,1,50500.0,0,8,0
0,2,0,0,18500.0,1,0,0,0,2017,1,3000,0,750,1,0,0,0,5,1,0,1,1,0,0,0,0,202,1,0,10,0,1,0.0,48,1,0,1,0,4,0,0,18500.0,0,17,0
0,3,0,0,33500.0,1,0,0,0,2017,3,3000,1,750,2,0,0,0,7,1,1,1,2,0,0,3,0,206,0,0,23,0,0,0.0,44,1,0,1,0,1,0,1,33500.0,0,10,0
0,3,0,0,8000.0,1,0,1,0,2015,1,3000,1,750,2,0,0,0,12,4,0,0,0,0,0,0,0,23,0,0,6,0,0,0.0,26,1,0,1,0,4,0,0,8000.0,1,6,0
0,3,0,0,16500.0,0,0,0,0,2019,2,3000,0,750,1,0,0,0,3,1,0,1,1,0,0,0,1,172,1,0,6,0,0,0.0,45,0,0,1,0,2,0,0,16500.0,1,17,1
0,4,0,0,21000.0,0,1,0,0,2017,1,2800,0,750,1,0,0,1,8,3,0,1,1,0,1,0,0,46,1,0,27,0,1,0.0,27,0,0,0,0,1,0,0,21000.0,0,10,0
0,3,0,1,28500.0,1,0,0,0,2012,2,3000,1,750,1,0,0,0,4,1,0,0,2,0,0,0,0,150,0,0,5,0,0,21000.0,63,1,1,1,0,4,0,0,49500.0,1,15,0
0,4,0,0,14000.0,1,0,0,0,2017,1,3000,1,750,2,0,0,0,1,1,0,1,1,0,0,0,0,81,0,0,28,0,0,0.0,27,1,0,1,0,0,0,1,14000.0,0,11,0
0,3,0,1,15000.0,0,1,0,1,2013,1,3000,0,750,3,0,0,1,8,1,0,1,1,0,1,0,0,183,1,0,28,0,0,100000.0,47,0,0,0,0,2,0,0,115000.0,0,14,0
0,4,0,0,6000.0,0,0,1,0,2019,2,3000,0,750,1,1,0,0,1,1,0,0,0,0,0,0,0,99,1,0,17,0,0,0.0,45,1,0,1,0,3,0,0,6000.0,1,12,0
0,4,0,0,12500.0,0,1,0,0,2013,1,3000,1,750,1,0,0,1,9,2,0,1,1,0,1,0,0,54,0,0,4,0,0,0.0,41,0,0,0,0,2,0,0,12500.0,1,10,0
0,3,0,3,27000.0,1,0,0,0,2016,3,3000,1,750,1,0,1,0,1,2,1,1,2,0,0,0,0,53,0,0,18,1,0,7500.0,43,0,0,1,0,4,0,0,34500.0,0,7,0
0,1,0,0,33500.0,1,0,0,0,2016,3,3000,1,750,0,0,0,0,9,2,1,1,2,0,0,2,1,26,0,0,24,0,0,0.0,36,0,0,1,0,1,0,1,33500.0,0,9,0
1,3,0,1,39000.0,1,0,0,0,2019,2,3000,0,750,3,0,0,0,7,4,0,1,2,0,0,0,0,28,1,0,29,0,0,11500.0,36,1,0,1,0,0,0,1,50500.0,0,5,0
0,3,0,0,16000.0,1,0,1,0,2018,2,3000,1,750,2,0,1,0,11,1,0,0,0,0,0,1,0,44,0,0,23,0,0,0.0,22,0,0,1,0,5,0,0,16000.0,1,8,0
0,1,0,0,6500.0,0,0,1,0,2014,2,2500,1,750,2,0,0,0,8,1,0,0,0,0,0,0,0,82,0,0,16,0,0,0.0,43,1,0,1,0,4,0,1,6500.0,0,11,1
0,3,0,1,15000.0,0,0,0,0,2016,3,3000,1,750,1,0,0,0,3,1,1,1,1,0,0,5,1,157,0,0,7,0,0,25000.0,75,0,0,1,0,3,0,1,40000.0,0,15,1
0,1,0,0,14000.0,1,0,1,0,2019,2,3000,1,750,0,0,1,0,10,1,0,0,0,0,0,1,0,211,0,0,31,0,0,0.0,66,0,0,1,0,3,0,1,14000.0,0,19,0
0,3,0,1,22000.0,1,0,0,0,2019,2,3000,1,750,0,0,0,0,5,1,0,1,1,0,0,0,0,118,0,0,21,0,0,14500.0,63,1,0,1,0,1,0,1,36500.0,0,15,0
0,2,0,0,8000.0,1,0,1,0,2019,1,3000,1,750,2,0,0,0,10,3,0,0,0,0,0,0,0,35,0,0,17,0,0,0.0,33,1,0,1,0,3,0,1,8000.0,0,5,0
0,4,0,0,13500.0,0,0,0,0,2020,3,3000,0,750,0,0,0,0,4,1,1,1,0,0,0,1,0,173,1,0,8,0,0,0.0,52,1,0,1,0,0,0,1,13500.0,0,7,1
0,3,0,0,9000.0,1,0,1,0,2018,2,3000,1,750,1,0,1,0,4,4,0,0,0,0,0,2,0,24,0,0,26,0,0,0.0,29,0,0,1,0,4,0,1,9000.0,0,9,0
0,1,0,1,33500.0,1,0,0,0,2016,3,3000,0,750,0,0,0,0,4,1,1,1,2,1,0,2,0,32,1,0,9,0,0,6000.0,25,1,0,1,0,1,0,1,39500.0,0,13,0
0,3,0,1,32000.0,0,0,0,0,2012,3,3000,0,750,2,1,1,0,11,3,1,1,2,0,0,1,0,40,1,0,9,1,0,17500.0,49,0,0,1,0,5,0,0,49500.0,0,9,0
0,4,0,4,7000.0,1,0,0,1,2015,4,3000,1,750,1,0,0,0,4,1,1,1,1,0,0,1,0,163,0,0,11,0,0,50000.0,73,1,0,1,0,3,0,0,57000.0,0,11,0
0,1,1,0,20500.0,0,1,0,0,2012,1,2650,1,750,1,0,0,0,8,1,0,1,1,0,1,1,0,69,0,0,27,0,1,0.0,25,0,0,0,0,1,0,0,20500.0,0,10,0
0,3,0,0,6000.0,0,0,1,0,2018,2,3000,1,750,3,0,0,0,8,1,0,0,0,0,0,3,1,40,0,0,2,0,1,0.0,22,0,0,1,1,4,0,0,6000.0,0,10,0
0,3,0,0,15000.0,1,0,1,0,2018,2,3000,1,750,1,0,0,0,9,2,0,0,0,0,0,3,1,56,0,0,25,0,0,0.0,33,0,0,1,0,2,0,1,15000.0,0,16,0
0,1,1,0,11000.0,0,1,0,0,2011,1,2450,1,750,2,0,0,0,5,5,0,1,0,0,1,1,0,10,0,1,9,0,0,0.0,35,0,0,0,0,3,0,0,11000.0,0,18,0
0,4,0,0,18500.0,0,0,1,1,2019,2,3000,1,750,1,0,0,0,9,1,0,0,0,0,0,0,1,201,0,0,21,0,0,0.0,55,0,0,1,0,5,0,0,18500.0,0,15,1
0,1,0,0,8000.0,1,0,1,0,2012,2,3000,1,750,3,0,0,0,11,1,0,0,0,0,0,1,0,70,0,0,18,0,0,0.0,36,1,0,1,0,0,0,1,8000.0,0,6,0
0,1,0,0,18500.0,0,1,0,0,2012,1,3000,0,750,3,0,0,1,10,1,0,1,1,0,1,0,0,33,1,0,9,0,0,0.0,43,0,0,0,0,2,0,1,18500.0,0,11,0
0,4,0,0,12500.0,1,0,0,0,2017,1,3000,1,750,0,0,0,0,2,1,0,1,1,0,0,0,0,100,0,1,10,0,0,0.0,48,1,0,1,0,6,0,0,12500.0,0,8,0
0,4,0,1,33000.0,1,0,0,0,2016,2,2600,1,750,0,0,0,0,2,2,0,0,2,0,0,0,0,22,0,0,13,0,0,15000.0,46,1,0,1,0,2,1,1,48000.0,0,14,0
0,3,0,0,13500.0,0,1,0,0,2015,1,2950,0,750,1,0,0,1,11,2,0,1,1,1,1,0,0,57,1,0,6,1,0,0.0,51,0,0,0,0,2,0,0,13500.0,0,6,0
0,3,0,1,29000.0,1,0,0,0,2015,3,2850,0,750,0,0,1,0,9,1,1,1,2,0,0,0,0,19,1,0,13,0,0,15000.0,30,0,0,1,0,4,0,1,44000.0,0,13,0
0,1,0,1,24000.0,0,0,0,1,2020,2,3000,1,750,2,0,0,0,8,4,1,1,1,0,0,0,0,13,0,0,20,0,0,9500.0,21,1,0,1,0,1,0,0,33500.0,0,5,1
0,4,0,0,15000.0,0,0,1,0,2017,2,2500,0,1100,0,0,0,0,5,1,0,0,0,0,0,0,0,264,1,0,16,0,0,0.0,55,1,0,1,0,3,0,1,15000.0,0,16,1
0,3,0,0,12000.0,1,0,1,0,2016,1,2900,1,750,1,0,1,0,5,1,0,0,0,0,0,0,0,105,0,0,23,0,0,0.0,50,0,0,1,0,3,0,0,12000.0,1,14,0
0,3,0,0,7500.0,1,0,1,0,2014,2,2750,0,750,1,0,0,0,3,1,0,0,0,0,0,1,1,209,1,0,13,0,1,0.0,53,0,0,1,0,2,0,0,7500.0,0,15,0
0,3,0,0,16000.0,1,0,0,0,2017,1,2800,0,750,0,0,1,0,5,4,0,1,1,0,0,1,0,31,1,0,8,0,0,0.0,47,0,0,1,0,2,0,1,16000.0,0,4,0
0,4,0,0,21500.0,1,0,0,0,2016,2,2900,0,750,0,0,1,0,1,5,0,1,1,0,0,0,0,10,1,0,14,0,0,0.0,29,0,0,1,0,0,0,1,21500.0,0,18,0
0,3,0,0,39000.0,1,0,0,0,2018,1,3000,1,750,2,0,0,0,9,1,0,0,2,0,0,1,1,69,0,0,27,0,0,0.0,34,0,1,1,0,4,0,1,39000.0,0,15,0
0,4,1,0,9000.0,0,1,0,0,2013,1,3000,1,750,0,0,0,0,9,1,0,1,0,0,1,0,0,59,0,0,9,0,0,0.0,30,0,0,0,0,0,0,1,9000.0,0,11,0
0,4,0,3,16500.0,0,0,0,0,2011,3,3000,1,750,3,0,1,0,11,1,1,1,2,0,0,1,0,225,0,1,17,0,0,84000.0,64,0,0,1,0,6,0,0,100500.0,0,13,1
0,3,0,0,22000.0,0,0,0,0,2020,2,2700,1,750,0,0,0,0,10,3,0,1,1,0,0,0,0,39,0,1,6,0,0,0.0,34,1,0,1,1,6,0,0,22000.0,0,7,0
0,1,0,1,17500.0,1,0,0,0,2006,3,3000,1,750,1,0,0,0,1,1,1,1,2,0,0,2,1,113,0,0,2,0,0,16500.0,33,0,0,1,0,2,0,1,34000.0,0,18,0
0,1,0,4,17500.0,1,0,0,0,2016,4,3000,1,750,1,0,0,0,5,2,1,1,1,1,0,5,0,56,0,0,31,0,0,7500.0,31,1,0,1,0,4,0,0,25000.0,1,13,0
0,3,0,0,16500.0,0,1,0,0,2017,1,2650,1,750,1,0,0,1,9,1,0,1,1,0,1,0,0,112,0,0,8,0,0,0.0,40,0,0,0,0,6,0,1,16500.0,0,13,0
0,3,0,2,21000.0,1,0,0,0,2012,2,3000,1,750,1,0,1,0,2,1,1,1,2,0,0,0,0,70,0,1,22,0,0,45000.0,55,0,0,1,0,4,0,0,66000.0,0,15,0
1,3,1,0,10000.0,0,1,1,0,2016,1,3000,1,750,1,0,0,0,9,2,0,0,0,0,1,0,0,12,0,0,27,0,0,0.0,46,0,0,0,0,4,0,1,10000.0,0,17,0
1,1,0,0,27500.0,0,0,0,0,2013,2,3000,1,750,2,0,0,0,5,5,0,1,2,0,0,0,0,1,0,0,11,0,0,0.0,18,1,0,1,0,5,0,0,27500.0,1,9,1
0,3,0,0,4500.0,1,0,0,1,2018,2,3000,1,750,2,0,1,0,10,1,0,1,0,0,0,1,0,63,0,0,16,0,0,0.0,69,0,0,1,0,2,0,0,4500.0,0,8,0
0,3,0,1,20500.0,1,0,0,0,2017,2,3000,1,750,0,0,0,0,8,4,0,1,1,0,0,0,1,19,0,0,6,0,0,15000.0,28,0,0,1,0,1,0,1,35500.0,0,4,0
0,4,0,0,13500.0,1,0,0,0,2013,3,3000,0,750,0,0,0,0,3,2,1,1,0,0,0,1,0,27,1,0,4,0,0,0.0,26,1,0,1,0,0,0,1,13500.0,0,9,0
0,4,0,0,7000.0,1,0,0,0,2011,2,2800,0,750,0,0,1,0,12,1,1,1,1,0,0,0,0,79,1,1,8,0,0,0.0,24,0,0,1,0,6,0,0,7000.0,0,15,0
0,3,0,2,32000.0,0,0,0,0,2019,2,3000,1,750,2,1,1,0,1,1,0,0,2,0,0,1,0,42,0,0,19,0,0,4000.0,63,0,1,1,0,5,0,1,36000.0,0,15,0
0,3,0,0,6500.0,0,1,0,0,2015,1,3000,0,750,2,0,0,1,12,1,0,1,1,0,1,0,0,129,1,0,7,0,0,0.0,55,0,0,0,0,5,0,0,6500.0,1,15,0
0,2,0,0,13000.0,1,0,0,0,2017,3,3000,1,750,1,0,0,0,6,1,1,1,0,0,0,3,0,202,0,1,23,0,0,0.0,45,1,0,1,0,6,0,0,13000.0,0,16,0
0,4,0,0,12000.0,1,0,1,0,2015,2,2750,0,750,0,0,0,0,1,1,0,0,0,0,0,2,0,75,1,0,13,0,0,0.0,75,1,0,1,0,6,0,1,12000.0,0,11,0
0,3,0,0,11000.0,1,0,1,0,2011,2,3000,1,750,1,0,0,0,7,2,0,0,0,0,0,1,0,50,0,0,9,0,0,0.0,23,1,0,1,0,1,0,1,11000.0,0,5,0
0,1,1,0,12500.0,0,1,0,0,2020,1,3000,1,750,2,0,0,0,4,1,0,1,0,0,1,0,0,48,0,0,14,0,0,0.0,37,0,0,0,0,6,0,1,12500.0,0,16,0
0,3,0,0,10500.0,1,0,0,0,2017,2,2900,1,750,2,0,0,0,9,1,1,1,0,0,0,0,1,68,0,0,20,0,0,0.0,56,0,0,1,0,4,0,1,10500.0,0,4,0
0,4,0,0,14000.0,0,0,0,0,2013,2,3000,1,750,3,0,0,0,3,1,0,1,1,0,0,1,0,256,0,0,29,0,0,0.0,52,1,0,1,0,4,0,1,14000.0,0,13,1
